Census_Tract,County,State,State_Abbr,Resilience_Score,Health_Burden,Urban_Rural,Population_2010,Poverty_Rate,Median_Income,City,City_State
47149041500,Rutherford County,Tennessee,TN,4.75,-2.105,Urban,2966,35.7,,Rutherford,"Rutherford, TN"
45077011202,Pickens County,South Carolina,SC,4.413,-1.99,Urban,5694,48.6,84250.0,Pickens,"Pickens, SC"
45013001000,Beaufort County,South Carolina,SC,4.319,-1.959,Urban,4469,1.1,52721.0,Beaufort,"Beaufort, SC"
26107981300,Mecosta County,Michigan,MI,4.235,-1.952,Urban,2216,100.0,,Mecosta,"Mecosta, MI"
21227010400,Warren County,Kentucky,KY,4.216,-1.673,Urban,4822,48.3,135000.0,Warren,"Warren, KY"
26125192800,Oakland County,Michigan,MI,4.194,-1.921,Urban,2200,27.7,96563.0,Oakland,"Oakland, MI"
28071950301,Lafayette County,Mississippi,MS,4.189,-1.485,Urban,5801,60.8,34728.0,Oxford,"Oxford, MS"
48451001500,Tom Green County,Texas,TX,4.139,-1.932,Urban,2249,0.0,44722.0,Tom Green,"Tom Green, TX"
26161402200,Washtenaw County,Michigan,MI,4.083,-1.841,Urban,4749,64.7,39500.0,Ann Arbor,"Ann Arbor, MI"
18003980001,Allen County,Indiana,IN,4.048,-1.816,Urban,664,43.8,,Allen,"Allen, IN"
22115950703,Vernon Parish,Louisiana,LA,4.026,-1.528,Urban,2864,4.9,36188.0,Vernon Parish,"Vernon Parish, LA"
6085511608,Santa Clara County,California,CA,4.012,-2.352,Urban,2687,29.3,,Santa Clara,"Santa Clara, CA"
21151010500,Madison County,Kentucky,KY,3.994,-1.57,Urban,4182,69.0,,Madison,"Madison, KY"
18157005500,Tippecanoe County,Indiana,IN,3.987,-1.72,Urban,4486,78.2,6932.0,Lafayette/West Lafayette,"Lafayette/West Lafayette, IN"
45019003200,Charleston County,South Carolina,SC,3.971,-1.749,Urban,871,9.5,47857.0,Charleston,"Charleston, SC"
36109000400,Tompkins County,New York,NY,3.97,-2.093,Urban,4162,30.4,41563.0,Ithaca,"Ithaca, NY"
18105000201,Monroe County,Indiana,IN,3.967,-1.728,Urban,6924,67.1,20156.0,Bloomington,"Bloomington, IN"
48453000601,Travis County,Texas,TX,3.942,-1.814,Urban,9207,65.3,45156.0,Austin,"Austin, TX"
29101980000,Johnson County,Missouri,MO,3.914,-1.728,Urban,1410,5.6,48199.0,Johnson,"Johnson, MO"
45015020725,Berkeley County,South Carolina,SC,3.897,-1.706,Urban,1055,6.6,45795.0,Berkeley,"Berkeley, SC"
36109001200,Tompkins County,New York,NY,3.877,-2.038,Urban,3372,50.7,,Ithaca,"Ithaca, NY"
18157005400,Tippecanoe County,Indiana,IN,3.866,-1.648,Urban,6310,76.1,,Lafayette/West Lafayette,"Lafayette/West Lafayette, IN"
37133000800,Onslow County,North Carolina,NC,3.861,-1.815,Urban,1121,5.0,43005.0,Jacksonville,"Jacksonville, NC"
39095010400,Lucas County,Ohio,OH,3.836,-1.415,Urban,3981,58.2,,Lucas,"Lucas, OH"
39009973901,Athens County,Ohio,OH,3.806,-1.43,Urban,6462,81.3,,Athens,"Athens, OH"
29169470389,Pulaski County,Missouri,MO,3.795,-1.631,Urban,8245,7.7,44226.0,Pulaski,"Pulaski, MO"
26077001504,Kalamazoo County,Michigan,MI,3.775,-1.69,Urban,5206,49.3,118906.0,Kalamazoo,"Kalamazoo, MI"
25015820600,Hampshire County,Massachusetts,MA,3.769,-2.286,Urban,1681,26.6,,Hampshire,"Hampshire, MA"
37051003407,Cumberland County,North Carolina,NC,3.762,-1.787,Urban,2316,13.8,50417.0,Fayetteville,"Fayetteville, NC"
51810040000,Virginia Beach city,Virginia,VA,3.75,-1.734,Urban,3976,6.7,63224.0,Virginia Beach,"Virginia Beach, VA"
44009051400,Washington County,Rhode Island,RI,3.745,-2.033,Urban,5677,46.1,,Washington,"Washington, RI"
6087100400,Santa Cruz County,California,CA,3.731,-2.183,Urban,7331,27.6,51500.0,Santa Cruz,"Santa Cruz, CA"
39173021800,Wood County,Ohio,OH,3.659,-1.279,Urban,5215,61.0,,Wood,"Wood, OH"
37049961201,Craven County,North Carolina,NC,3.655,-1.724,Urban,4095,8.8,40893.0,Craven,"Craven, NC"
37133001000,Onslow County,North Carolina,NC,3.655,-1.691,Urban,4455,19.8,39688.0,Jacksonville,"Jacksonville, NC"
40119010400,Payne County,Oklahoma,OK,3.648,-1.339,Urban,6372,59.7,25813.0,Payne,"Payne, OK"
29019002200,Boone County,Missouri,MO,3.636,-1.594,Urban,6753,57.9,34583.0,Boone,"Boone, MO"
36029009110,Erie County,New York,NY,3.633,-1.922,Urban,5737,71.4,,Erie,"Erie, NY"
6095252802,Solano County,California,CA,3.595,-2.099,Urban,1359,11.5,56953.0,Solano,"Solano, CA"
26161415200,Washtenaw County,Michigan,MI,3.592,-1.547,Urban,1746,12.1,60893.0,Ann Arbor,"Ann Arbor, MI"
20161000303,Riley County,Kansas,KS,3.59,-1.58,Urban,2642,58.9,37639.0,Manhattan,"Manhattan, KS"
18157010300,Tippecanoe County,Indiana,IN,3.586,-1.481,Urban,3365,82.0,,Lafayette/West Lafayette,"Lafayette/West Lafayette, IN"
20161001002,Riley County,Kansas,KS,3.583,-1.576,Urban,8445,4.9,43038.0,Manhattan,"Manhattan, KS"
37133000900,Onslow County,North Carolina,NC,3.579,-1.646,Urban,6120,8.8,34905.0,Jacksonville,"Jacksonville, NC"
4013061100,Maricopa County,Arizona,AZ,3.573,-1.908,Urban,3436,5.7,52935.0,Phoenix,"Phoenix, AZ"
36055015301,Monroe County,New York,NY,3.559,-1.869,Urban,2919,29.7,114375.0,Bloomington,"Bloomington, NY"
18141011202,St. Joseph County,Indiana,IN,3.55,-1.465,Urban,8050,50.4,51250.0,St. Joseph,"St. Joseph, IN"
18035000902,Delaware County,Indiana,IN,3.542,-1.501,Urban,6863,78.9,,Delaware,"Delaware, IN"
39017010104,Butler County,Ohio,OH,3.537,-1.267,Urban,5265,87.3,,Butler,"Butler, OH"
54061012000,Monongalia County,West Virginia,WV,3.527,-0.902,Urban,5471,20.0,103359.0,Monongalia,"Monongalia, WV"
36013035902,Chautauqua County,New York,NY,3.525,-1.864,Urban,2770,42.6,,Chautauqua,"Chautauqua, NY"
1081040604,Lee County,Alabama,AL,3.518,-1.105,Urban,5146,52.8,44063.0,Auburn,"Auburn, AL"
46093020200,Meade County,South Dakota,SD,3.482,-1.746,Urban,1192,14.6,53958.0,Meade,"Meade, SD"
37191000500,Wayne County,North Carolina,NC,3.473,-1.56,Urban,2325,7.9,51651.0,Wayne,"Wayne, NC"
17097863003,Lake County,Illinois,IL,3.464,-1.714,Urban,7829,50.6,55795.0,Lake,"Lake, IL"
13039010500,Camden County,Georgia,GA,3.437,-1.582,Urban,2757,17.3,51094.0,Camden,"Camden, GA"
13089022402,DeKalb County,Georgia,GA,3.435,-1.562,Urban,5823,40.0,124375.0,DeKalb,"DeKalb, GA"
26139024500,Ottawa County,Michigan,MI,3.429,-1.459,Urban,9512,75.3,,Ottawa,"Ottawa, MI"
39009973902,Athens County,Ohio,OH,3.426,-1.203,Urban,3494,77.4,43000.0,Athens,"Athens, OH"
22033004014,East Baton Rouge Parish,Louisiana,LA,3.424,-1.201,Urban,10391,60.1,,East Baton Rouge Parish,"East Baton Rouge Parish, LA"
4013318700,Maricopa County,Arizona,AZ,3.414,-1.813,Urban,2675,42.5,125625.0,Phoenix,"Phoenix, AZ"
22115950702,Vernon Parish,Louisiana,LA,3.414,-1.163,Urban,3530,12.2,42743.0,Vernon Parish,"Vernon Parish, LA"
45013000300,Beaufort County,South Carolina,SC,3.408,-1.415,Urban,4850,6.4,44112.0,Beaufort,"Beaufort, SC"
13059000402,Clarke County,Georgia,GA,3.404,-1.554,Urban,7090,91.2,,Athens,"Athens, GA"
48041002012,Brazos County,Texas,TX,3.37,-1.632,Urban,6466,71.9,,College Station,"College Station, TX"
48141010102,El Paso County,Texas,TX,3.346,-1.579,Urban,4799,20.4,48326.0,El Paso,"El Paso, TX"
36055013103,Monroe County,New York,NY,3.337,-1.736,Urban,7367,37.6,118654.0,Bloomington,"Bloomington, NY"
13059150400,Clarke County,Georgia,GA,3.336,-1.514,Urban,4934,64.6,36974.0,Athens,"Athens, GA"
21111005300,Jefferson County,Kentucky,KY,3.333,-1.191,Urban,2180,50.5,26618.0,Jefferson,"Jefferson, KY"
38101010900,Ward County,North Dakota,ND,3.332,-1.581,Urban,5521,7.3,53778.0,Ward,"Ward, ND"
39057200104,Greene County,Ohio,OH,3.33,-1.128,Urban,6615,46.5,48792.0,Greene,"Greene, OH"
40027201203,Cleveland County,Oklahoma,OK,3.326,-1.182,Urban,5396,28.1,67621.0,Cleveland,"Cleveland, OK"
37183052301,Wake County,North Carolina,NC,3.315,-1.469,Urban,6024,34.4,54728.0,Raleigh,"Raleigh, NC"
9013881200,Tolland County,Connecticut,CT,3.313,-1.829,Urban,10289,49.9,146563.0,Tolland,"Tolland, CT"
38017000300,Cass County,North Dakota,ND,3.302,-1.596,Urban,5013,35.3,131406.0,Cass,"Cass, ND"
54061010600,Monongalia County,West Virginia,WV,3.302,-0.768,Urban,6179,37.4,91842.0,Monongalia,"Monongalia, WV"
5143010701,Washington County,Arkansas,AR,3.298,-1.092,Urban,6604,43.8,26636.0,Washington,"Washington, AR"
19169000500,Story County,Iowa,IA,3.288,-1.592,Urban,3105,69.9,26250.0,Ames,"Ames, IA"
35035000601,Otero County,New Mexico,NM,3.284,-1.608,Urban,3113,10.8,46559.0,Otero,"Otero, NM"
13179010103,Liberty County,Georgia,GA,3.273,-1.43,Urban,866,4.1,38494.0,Hinesville,"Hinesville, GA"
48041001701,Brazos County,Texas,TX,3.259,-1.565,Urban,5762,45.8,46607.0,College Station,"College Station, TX"
48441012900,Taylor County,Texas,TX,3.257,-1.41,Urban,2242,9.6,52656.0,Taylor,"Taylor, TX"
18157010500,Tippecanoe County,Indiana,IN,3.253,-1.281,Urban,2021,43.5,26438.0,Lafayette/West Lafayette,"Lafayette/West Lafayette, IN"
22115950704,Vernon Parish,Louisiana,LA,3.24,-1.059,Urban,3571,25.5,46353.0,Vernon Parish,"Vernon Parish, LA"
34005982111,Burlington County,New Jersey,NJ,3.233,-1.757,Urban,823,4.6,65625.0,Burlington,"Burlington, NJ"
4027980006,Yuma County,Arizona,AZ,3.233,-1.699,Urban,3172,12.1,40279.0,Yuma,"Yuma, AZ"
48029980003,Bexar County,Texas,TX,3.232,-1.553,Urban,1802,10.9,55208.0,San Antonio,"San Antonio, TX"
51710000902,Norfolk city,Virginia,VA,3.222,-1.457,Urban,3541,7.2,44205.0,Norfolk,"Norfolk, VA"
25015820400,Hampshire County,Massachusetts,MA,3.22,-1.958,Urban,12079,65.5,89500.0,Hampshire,"Hampshire, MA"
51750010102,Radford city,Virginia,VA,3.211,-1.435,Urban,5672,49.2,100446.0,Radford city,"Radford city, VA"
25025000502,Suffolk County,Massachusetts,MA,3.196,-1.94,Urban,6303,23.4,118264.0,Suffolk,"Suffolk, MA"
40031002403,Comanche County,Oklahoma,OK,3.19,-1.099,Urban,4308,26.6,38250.0,Lawton,"Lawton, OK"
1015002101,Calhoun County,Alabama,AL,3.177,-0.926,Urban,3992,47.6,52500.0,Calhoun,"Calhoun, AL"
51540000600,Charlottesville city,Virginia,VA,3.176,-1.496,Urban,4351,63.2,25875.0,Charlottesville city,"Charlottesville city, VA"
19013002303,Black Hawk County,Iowa,IA,3.169,-1.581,Urban,5142,57.2,63958.0,Black Hawk,"Black Hawk, IA"
48027023204,Bell County,Texas,TX,3.162,-1.513,Urban,4486,15.3,42917.0,Killeen/Fort Hood,"Killeen/Fort Hood, TX"
13051004300,Chatham County,Georgia,GA,3.159,-1.411,Urban,2615,18.1,45240.0,Chatham,"Chatham, GA"
48029980100,Bexar County,Texas,TX,3.149,-1.504,Urban,301,26.3,41250.0,San Antonio,"San Antonio, TX"
48201314002,Harris County,Texas,TX,3.148,-1.437,Urban,7544,20.2,50718.0,Houston,"Houston, TX"
45079002800,Richland County,South Carolina,SC,3.126,-1.221,Urban,6455,51.5,64519.0,Richland,"Richland, SC"
26037011200,Clinton County,Michigan,MI,3.125,-1.317,Urban,3321,74.7,,Clinton,"Clinton, MI"
48121021000,Denton County,Texas,TX,3.122,-1.453,Urban,5724,36.6,40811.0,Denton,"Denton, TX"
48355002900,Nueces County,Texas,TX,3.117,-1.359,Urban,798,1.1,55313.0,Nueces,"Nueces, TX"
38035011900,Grand Forks County,North Dakota,ND,3.109,-1.473,Urban,2367,6.1,54173.0,Grand Forks,"Grand Forks, ND"
29169470390,Pulaski County,Missouri,MO,3.103,-1.218,Urban,1472,9.9,51641.0,Pulaski,"Pulaski, MO"
19169000800,Story County,Iowa,IA,3.102,-1.48,Urban,5128,100.0,,Ames,"Ames, IA"
30013001200,Cascade County,Montana,MT,3.098,-1.713,Urban,3472,2.9,50278.0,Cascade,"Cascade, MT"
16039960500,Elmore County,Idaho,ID,3.097,-1.623,Urban,3238,7.4,43359.0,Elmore,"Elmore, ID"
6083002606,Santa Barbara County,California,CA,3.091,-1.802,Urban,3344,2.8,64348.0,Santa Barbara,"Santa Barbara, CA"
1117030407,Shelby County,Alabama,AL,3.09,-0.835,Urban,1954,38.2,42131.0,Shelby,"Shelby, AL"
6031000300,Kings County,California,CA,3.089,-1.821,Urban,7446,9.4,52324.0,Kings,"Kings, CA"
18097321900,Marion County,Indiana,IN,3.085,-1.204,Urban,5861,21.3,143750.0,Indianapolis,"Indianapolis, IN"
37051003405,Cumberland County,North Carolina,NC,3.083,-1.382,Urban,1975,17.0,35051.0,Fayetteville,"Fayetteville, NC"
26073000400,Isabella County,Michigan,MI,3.077,-1.274,Urban,5884,30.8,82708.0,Isabella,"Isabella, MI"
26065004100,Ingham County,Michigan,MI,3.072,-1.274,Urban,4781,75.9,,Lansing/East Lansing,"Lansing/East Lansing, MI"
51810043200,Virginia Beach city,Virginia,VA,3.071,-1.328,Urban,1134,9.0,63456.0,Virginia Beach,"Virginia Beach, VA"
48029181820,Bexar County,Texas,TX,3.063,-1.453,Urban,7202,47.4,64643.0,San Antonio,"San Antonio, TX"
17037002200,DeKalb County,Illinois,IL,3.063,-1.498,Urban,6016,71.0,61250.0,DeKalb,"DeKalb, IL"
38035010300,Grand Forks County,North Dakota,ND,3.061,-1.445,Urban,5212,54.0,31170.0,Grand Forks,"Grand Forks, ND"
4013522800,Maricopa County,Arizona,AZ,3.038,-1.588,Urban,1685,28.7,45508.0,Phoenix,"Phoenix, AZ"
19103002300,Johnson County,Iowa,IA,3.037,-1.467,Urban,4510,38.1,115795.0,Johnson,"Johnson, IA"
48309000200,McLennan County,Texas,TX,3.036,-1.328,Urban,3579,72.5,26175.0,McLennan,"McLennan, TX"
21047201502,Christian County,Kentucky,KY,3.026,-1.032,Urban,4527,14.7,38320.0,Clarksville,"Clarksville, KY"
37067001300,Forsyth County,North Carolina,NC,3.025,-1.341,Urban,4535,25.0,102813.0,Forsyth,"Forsyth, NC"
29019001101,Boone County,Missouri,MO,3.024,-1.229,Urban,8628,49.9,42798.0,Boone,"Boone, MO"
36111953500,Ulster County,New York,NY,3.022,-1.526,Urban,5180,38.0,92173.0,Ulster,"Ulster, NY"
15003009503,Honolulu County,Hawaii,HI,3.021,-2.009,Urban,3403,2.5,71250.0,Honolulu,"Honolulu, HI"
24003740603,Anne Arundel County,Maryland,MD,3.018,-1.467,Urban,1730,2.8,64917.0,Anne Arundel,"Anne Arundel, MD"
51810045200,Virginia Beach city,Virginia,VA,3.017,-1.297,Urban,3734,8.7,52667.0,Virginia Beach,"Virginia Beach, VA"
17029000800,Coles County,Illinois,IL,3.005,-1.466,Urban,5675,58.2,58750.0,Coles,"Coles, IL"
39153508900,Summit County,Ohio,OH,2.994,-0.89,Urban,5255,63.6,,Summit,"Summit, OH"
1087231700,Macon County,Alabama,AL,2.986,-0.784,Urban,2113,35.5,,Macon,"Macon, AL"
34005702101,Burlington County,New Jersey,NJ,2.97,-1.601,Urban,2887,3.4,71016.0,Burlington,"Burlington, NJ"
39049004300,Franklin County,Ohio,OH,2.967,-0.914,Urban,5613,21.0,74118.0,Columbus,"Columbus, OH"
6111004305,Ventura County,California,CA,2.965,-1.716,Urban,2388,13.3,52188.0,Ventura,"Ventura, CA"
29101960400,Johnson County,Missouri,MO,2.96,-1.158,Urban,6551,47.5,45170.0,Johnson,"Johnson, MO"
16057005400,Latah County,Idaho,ID,2.958,-1.533,Urban,6435,31.3,68906.0,Latah,"Latah, ID"
6073008339,San Diego County,California,CA,2.955,-1.725,Urban,1853,41.3,103056.0,San Diego,"San Diego, CA"
13059150500,Clarke County,Georgia,GA,2.954,-1.286,Urban,4741,52.5,43806.0,Athens,"Athens, GA"
31153010306,Sarpy County,Nebraska,NE,2.952,-1.406,Urban,1878,6.1,62179.0,Sarpy,"Sarpy, NE"
17113000200,McLean County,Illinois,IL,2.943,-1.397,Urban,7036,90.1,,McLean,"McLean, IL"
15003010802,Honolulu County,Hawaii,HI,2.928,-1.953,Urban,6548,3.6,75694.0,Honolulu,"Honolulu, HI"
15003009507,Honolulu County,Hawaii,HI,2.927,-1.952,Urban,2560,3.8,50402.0,Honolulu,"Honolulu, HI"
37129011903,New Hanover County,North Carolina,NC,2.911,-1.249,Urban,8514,43.4,73646.0,New Hanover,"New Hanover, NC"
51760041200,Richmond city,Virginia,VA,2.909,-1.251,Urban,1179,31.7,76667.0,Richmond city,"Richmond city, VA"
13059000100,Clarke County,Georgia,GA,2.909,-1.259,Urban,1596,84.9,,Athens,"Athens, GA"
37051003408,Cumberland County,North Carolina,NC,2.906,-1.276,Urban,4725,12.2,41188.0,Fayetteville,"Fayetteville, NC"
51710000901,Norfolk city,Virginia,VA,2.894,-1.262,Urban,5472,16.8,45298.0,Norfolk,"Norfolk, VA"
39009973000,Athens County,Ohio,OH,2.894,-0.885,Urban,3614,21.1,98582.0,Athens,"Athens, OH"
53035090300,Kitsap County,Washington,WA,2.894,-1.78,Urban,6054,11.2,55409.0,Kitsap,"Kitsap, WA"
20161001100,Riley County,Kansas,KS,2.893,-1.164,Urban,8616,34.2,76875.0,Manhattan,"Manhattan, KS"
36045060803,Jefferson County,New York,NY,2.892,-1.474,Urban,5831,12.5,42827.0,Jefferson,"Jefferson, NY"
28071950202,Lafayette County,Mississippi,MS,2.883,-0.705,Urban,4795,27.0,76484.0,Oxford,"Oxford, MS"
19169001100,Story County,Iowa,IA,2.883,-1.35,Urban,6197,51.0,105179.0,Ames,"Ames, IA"
21047201501,Christian County,Kentucky,KY,2.883,-0.946,Urban,5315,14.4,39647.0,Clarksville,"Clarksville, KY"
11001007301,District of Columbia,District of Columbia,DC,2.879,-1.842,Urban,3012,5.4,87367.0,District of Columbia,"District of Columbia, DC"
18157010204,Tippecanoe County,Indiana,IN,2.873,-1.055,Urban,12230,32.3,71896.0,Lafayette/West Lafayette,"Lafayette/West Lafayette, IN"
36007014302,Broome County,New York,NY,2.865,-1.472,Urban,9094,31.5,88581.0,Broome,"Broome, NY"
15003010801,Honolulu County,Hawaii,HI,2.853,-1.908,Urban,2969,9.0,51918.0,Honolulu,"Honolulu, HI"
37051003401,Cumberland County,North Carolina,NC,2.848,-1.242,Urban,3936,12.0,43398.0,Fayetteville,"Fayetteville, NC"
55139000700,Winnebago County,Wisconsin,WI,2.839,-1.431,Urban,5503,66.1,58750.0,Winnebago,"Winnebago, WI"
51700032300,Newport News city,Virginia,VA,2.834,-1.229,Urban,5720,11.3,52891.0,Newport News city,"Newport News city, VA"
19169001301,Story County,Iowa,IA,2.832,-1.319,Urban,9427,44.2,81346.0,Ames,"Ames, IA"
17037001002,DeKalb County,Illinois,IL,2.829,-1.358,Urban,5782,58.7,26833.0,DeKalb,"DeKalb, IL"
13179010101,Liberty County,Georgia,GA,2.817,-1.158,Urban,6221,12.8,39197.0,Hinesville,"Hinesville, GA"
37051003403,Cumberland County,North Carolina,NC,2.815,-1.221,Urban,3618,11.0,38983.0,Fayetteville,"Fayetteville, NC"
48439122300,Tarrant County,Texas,TX,2.815,-1.146,Urban,4112,51.0,35625.0,Fort Worth,"Fort Worth, TX"
20161000304,Riley County,Kansas,KS,2.812,-1.116,Urban,5013,25.8,90282.0,Manhattan,"Manhattan, KS"
26161403600,Washtenaw County,Michigan,MI,2.811,-1.081,Urban,4946,31.5,78750.0,Ann Arbor,"Ann Arbor, MI"
13053020203,Chattahoochee County,Georgia,GA,2.806,-1.2,Urban,1141,10.2,46875.0,Chattahoochee,"Chattahoochee, GA"
20173006600,Sedgwick County,Kansas,KS,2.804,-1.106,Urban,2698,14.6,53917.0,Sedgwick,"Sedgwick, KS"
6071010402,San Bernardino County,California,CA,2.803,-1.635,Urban,8442,11.7,40975.0,San Bernardino,"San Bernardino, CA"
5115951400,Pope County,Arkansas,AR,2.8,-0.805,Urban,4903,27.4,34410.0,Pope,"Pope, AR"
20045000801,Douglas County,Kansas,KS,2.799,-1.153,Urban,5498,20.5,85474.0,Douglas,"Douglas, KS"
20161000500,Riley County,Kansas,KS,2.791,-1.103,Urban,4968,63.9,59236.0,Manhattan,"Manhattan, KS"
13053020205,Chattahoochee County,Georgia,GA,2.785,-1.187,Urban,2919,13.2,47500.0,Chattahoochee,"Chattahoochee, GA"
48201313900,Harris County,Texas,TX,2.783,-1.219,Urban,4495,20.6,74722.0,Houston,"Houston, TX"
1081040902,Lee County,Alabama,AL,2.778,-0.663,Urban,5201,42.9,59576.0,Auburn,"Auburn, AL"
48041001605,Brazos County,Texas,TX,2.774,-1.275,Urban,3367,34.9,56792.0,College Station,"College Station, TX"
37133000700,Onslow County,North Carolina,NC,2.773,-1.165,Urban,5176,11.0,49094.0,Jacksonville,"Jacksonville, NC"
26077001507,Kalamazoo County,Michigan,MI,2.772,-1.091,Urban,6060,63.3,26763.0,Kalamazoo,"Kalamazoo, MI"
2090001800,Fairbanks North Star Borough,Alaska,AK,2.769,-1.722,Urban,2743,4.1,64018.0,Fairbanks North Star Borough,"Fairbanks North Star Borough, AK"
48121020900,Denton County,Texas,TX,2.756,-1.234,Urban,4644,41.7,38750.0,Denton,"Denton, TX"
1081040200,Lee County,Alabama,AL,2.753,-0.648,Urban,5133,33.5,74250.0,Auburn,"Auburn, AL"
48453001834,Travis County,Texas,TX,2.751,-1.103,Urban,8204,11.2,70192.0,Austin,"Austin, TX"
4019003600,Pima County,Arizona,AZ,2.743,-1.41,Urban,4552,15.8,49861.0,Pima,"Pima, AZ"
37183053713,Wake County,North Carolina,NC,2.742,-1.127,Urban,3588,9.0,52647.0,Raleigh,"Raleigh, NC"
39049007043,Franklin County,Ohio,OH,2.738,-0.778,Urban,4047,10.7,59342.0,Columbus,"Columbus, OH"
6085504700,Santa Clara County,California,CA,2.73,-1.586,Urban,719,8.1,87000.0,Santa Clara,"Santa Clara, CA"
36045060804,Jefferson County,New York,NY,2.728,-1.376,Urban,7895,7.2,51929.0,Jefferson,"Jefferson, NY"
26061000800,Houghton County,Michigan,MI,2.725,-1.068,Urban,6394,48.1,61500.0,Houghton,"Houghton, MI"
28105950400,Oktibbeha County,Mississippi,MS,2.722,-0.595,Urban,7346,44.3,66641.0,Starkville,"Starkville, MS"
48027023202,Bell County,Texas,TX,2.716,-1.246,Urban,5198,16.0,40346.0,Killeen/Fort Hood,"Killeen/Fort Hood, TX"
48041001301,Brazos County,Texas,TX,2.713,-1.239,Urban,2547,37.8,40487.0,College Station,"College Station, TX"
48453001864,Travis County,Texas,TX,2.711,-1.079,Urban,2814,10.9,68802.0,Austin,"Austin, TX"
48099010504,Coryell County,Texas,TX,2.71,-1.215,Urban,2671,8.4,51250.0,Coryell,"Coryell, TX"
2020000300,Anchorage Municipality,Alaska,AK,2.704,-1.709,Urban,8000,4.5,62114.0,Anchorage Municipality,"Anchorage Municipality, AK"
1081040400,Lee County,Alabama,AL,2.701,-0.616,Urban,6960,33.7,77529.0,Auburn,"Auburn, AL"
51059416200,Fairfax County,Virginia,VA,2.695,-1.394,Urban,5280,4.9,78906.0,Fairfax,"Fairfax, VA"
17097863004,Lake County,Illinois,IL,2.693,-1.254,Urban,4578,20.7,63542.0,Lake,"Lake, IL"
33017080204,Strafford County,New Hampshire,NH,2.692,-1.661,Urban,4144,48.8,163750.0,Strafford,"Strafford, NH"
4013114100,Maricopa County,Arizona,AZ,2.69,-1.38,Urban,2401,26.3,148036.0,Phoenix,"Phoenix, AZ"
1081040300,Lee County,Alabama,AL,2.687,-0.608,Urban,2470,29.2,90893.0,Auburn,"Auburn, AL"
2020000400,Anchorage Municipality,Alaska,AK,2.685,-1.699,Urban,5937,4.4,57244.0,Anchorage Municipality,"Anchorage Municipality, AK"
17077011400,Jackson County,Illinois,IL,2.675,-1.251,Urban,3840,55.4,53167.0,Jackson,"Jackson, IL"
53053072901,Pierce County,Washington,WA,2.673,-1.641,Urban,2507,9.4,55927.0,Tacoma,"Tacoma, WA"
16065950302,Madison County,Idaho,ID,2.672,-1.358,Urban,10815,42.9,21760.0,Madison,"Madison, ID"
42027011300,Centre County,Pennsylvania,PA,2.671,-1.166,Urban,8430,33.9,58750.0,State College,"State College, PA"
42019910400,Butler County,Pennsylvania,PA,2.67,-1.168,Urban,3625,35.0,79805.0,Butler,"Butler, PA"
39133601503,Portage County,Ohio,OH,2.67,-0.704,Urban,4402,55.7,62206.0,Portage,"Portage, OH"
42041013102,Cumberland County,Pennsylvania,PA,2.668,-1.158,Urban,5304,43.5,55417.0,Fayetteville,"Fayetteville, PA"
47065012400,Hamilton County,Tennessee,TN,2.668,-0.894,Urban,5092,42.8,131027.0,Hamilton,"Hamilton, TN"
42081000800,Lycoming County,Pennsylvania,PA,2.656,-1.136,Urban,2380,59.2,24659.0,Lycoming,"Lycoming, PA"
45075011200,Orangeburg County,South Carolina,SC,2.655,-0.941,Urban,2843,22.3,35982.0,Orangeburg,"Orangeburg, SC"
48453002421,Travis County,Texas,TX,2.653,-1.044,Urban,7443,13.7,66864.0,Austin,"Austin, TX"
53029970200,Island County,Washington,WA,2.652,-1.638,Urban,1633,38.7,47946.0,Island,"Island, WA"
42125792200,Washington County,Pennsylvania,PA,2.652,-1.116,Urban,3007,29.7,42418.0,Washington,"Washington, PA"
48029181901,Bexar County,Texas,TX,2.641,-1.201,Urban,3452,32.4,120341.0,San Antonio,"San Antonio, TX"
26161411200,Washtenaw County,Michigan,MI,2.638,-0.978,Urban,2357,32.5,37500.0,Ann Arbor,"Ann Arbor, MI"
6111004600,Ventura County,California,CA,2.636,-1.52,Urban,2126,8.4,47694.0,Ventura,"Ventura, CA"
26145010200,Saginaw County,Michigan,MI,2.634,-0.982,Urban,5078,21.4,71042.0,Saginaw,"Saginaw, MI"
48041001604,Brazos County,Texas,TX,2.629,-1.189,Urban,5560,39.6,60195.0,College Station,"College Station, TX"
48121021100,Denton County,Texas,TX,2.625,-1.156,Urban,2843,39.5,51393.0,Denton,"Denton, TX"
30031001102,Gallatin County,Montana,MT,2.625,-1.423,Urban,2249,22.8,118194.0,Gallatin,"Gallatin, MT"
1081040603,Lee County,Alabama,AL,2.625,-0.571,Urban,988,37.2,36536.0,Auburn,"Auburn, AL"
42049012202,Erie County,Pennsylvania,PA,2.623,-1.128,Urban,6438,21.5,77826.0,Erie,"Erie, PA"
48453001729,Travis County,Texas,TX,2.619,-1.024,Urban,4607,9.1,62727.0,Austin,"Austin, TX"
21067001800,Fayette County,Kentucky,KY,2.615,-0.779,Urban,2623,62.8,24464.0,Fayette,"Fayette, KY"
15003011400,Honolulu County,Hawaii,HI,2.613,-1.765,Urban,5372,13.0,59844.0,Honolulu,"Honolulu, HI"
