CensusTract,State,County,PCTGQTRS,GroupQuartersFlag
20053086700,Kansas,Ellsworth County,22.32,0
20055960507,Kansas,Finney County,15.19,0
20079030100,Kansas,Harvey County,11.88,0
20091053202,Kansas,Johnson County,10.1,0
20091053502,Kansas,Johnson County,18.81,0
20091053711,Kansas,Johnson County,26.73,0
20103070500,Kansas,Leavenworth County,19.77,0
20103071102,Kansas,Leavenworth County,44.8,0
20103981900,Kansas,Leavenworth County,34.2,0
20111000100,Kansas,Lyon County,16.88,0
20113788200,Kansas,McPherson County,12.41,0
20115489600,Kansas,Marion County,12.92,0
20125951000,Kansas,Montgomery County,18.89,0
20137951700,Kansas,Norton County,14.49,0
20145970200,Kansas,Pawnee County,19.18,0
20155000200,Kansas,Reno County,12.28,0
20155000800,Kansas,Reno County,35.98,0
20159967300,Kansas,Rice County,13.84,0
20161000303,Kansas,Riley County,53.14,0
20161000700,Kansas,Riley County,12.89,0
20161001002,Kansas,Riley County,33.76,0
20161001100,Kansas,Riley County,32.07,0
20173000900,Kansas,Sedgwick County,21.19,0
20173002600,Kansas,Sedgwick County,15.43,0
20173004300,Kansas,Sedgwick County,33.41,0
20173006600,Kansas,Sedgwick County,12.08,0
20173007800,Kansas,Sedgwick County,17.53,0
20173009000,Kansas,Sedgwick County,12.05,0
20177001800,Kansas,Shawnee County,17.02,0
20177003100,Kansas,Shawnee County,11.83,0
20177004000,Kansas,Shawnee County,20.03,0
20209040002,Kansas,Wyandotte County,100.0,1
20209042001,Kansas,Wyandotte County,16.5,0
20209042501,Kansas,Wyandotte County,100.0,1
21001970402,Kentucky,Adair County,20.54,0
21013961100,Kentucky,Bell County,21.19,0
21019031002,Kentucky,Boyd County,22.59,0
21021930100,Kentucky,Boyle County,11.16,0
21021930300,Kentucky,Boyle County,39.9,0
21035010301,Kentucky,Calloway County,78.89,1
21037053200,Kentucky,Campbell County,21.84,0
21037053302,Kentucky,Campbell County,23.51,0
21043960500,Kentucky,Carter County,11.81,0
21047200200,Kentucky,Christian County,13.74,0
21047200300,Kentucky,Christian County,12.67,0
21047201503,Kentucky,Christian County,100.0,1
21051950300,Kentucky,Clay County,28.92,0
21059000300,Kentucky,Daviess County,17.53,0
21059001100,Kentucky,Daviess County,14.65,0
21059001401,Kentucky,Daviess County,12.08,0
21061920300,Kentucky,Edmonson County,13.14,0
21061980100,Kentucky,Edmonson County,75.0,1
21063920100,Kentucky,Elliott County,18.65,0
21067000200,Kentucky,Fayette County,25.71,0
21067000801,Kentucky,Fayette County,90.3,1
21067000802,Kentucky,Fayette County,53.37,0
21067001300,Kentucky,Fayette County,18.35,0
21067003701,Kentucky,Fayette County,68.35,1
21067003702,Kentucky,Fayette County,33.24,0
21073070600,Kentucky,Franklin County,28.3,0
21075960200,Kentucky,Fulton County,13.12,0
21085950300,Kentucky,Grayson County,19.47,0
21093000201,Kentucky,Hardin County,35.2,0
21093980100,Kentucky,Hardin County,99.74,1
21101020602,Kentucky,Henderson County,11.21,0
21111003000,Kentucky,Jefferson County,12.82,0
21111003500,Kentucky,Jefferson County,30.54,0
21111004900,Kentucky,Jefferson County,43.02,0
21111005000,Kentucky,Jefferson County,17.36,0
21111005300,Kentucky,Jefferson County,50.87,0
21111005900,Kentucky,Jefferson County,20.79,0
21111006900,Kentucky,Jefferson County,10.45,0
21111008700,Kentucky,Jefferson County,10.01,0
21111008900,Kentucky,Jefferson County,18.19,0
21113060400,Kentucky,Jessamine County,17.01,0
21117065400,Kentucky,Kenton County,18.9,0
21117067000,Kentucky,Kenton County,24.68,0
21119960300,Kentucky,Knott County,14.4,0
21125970600,Kentucky,Laurel County,15.4,0
21129950100,Kentucky,Lee County,21.22,0
21143960100,Kentucky,Lyon County,17.43,0
21145030300,Kentucky,McCracken County,28.68,0
21147960400,Kentucky,McCreary County,24.92,0
21151010400,Kentucky,Madison County,10.84,0
21151010500,Kentucky,Madison County,89.93,1
21151011302,Kentucky,Madison County,21.35,0
21155970300,Kentucky,Marion County,28.43,0
21159950200,Kentucky,Martin County,20.43,0
21175950400,Kentucky,Morgan County,39.01,0
21177960200,Kentucky,Muhlenberg County,13.9,0
21177960600,Kentucky,Muhlenberg County,10.59,0
21185030200,Kentucky,Oldham County,79.16,1
21195930300,Kentucky,Pike County,21.27,0
21205950200,Kentucky,Rowan County,26.94,0
21209040206,Kentucky,Scott County,23.21,0
21211040502,Kentucky,Shelby County,16.97,0
21221980100,Kentucky,Trigg County,77.78,1
21225950201,Kentucky,Union County,23.09,0
21227010100,Kentucky,Warren County,30.65,0
21227010400,Kentucky,Warren County,93.57,1
21233960200,Kentucky,Webster County,10.71,0
21235920600,Kentucky,Whitley County,25.87,0
22003950200,Louisiana,Allen Parish,45.74,0
22003950500,Louisiana,Allen Parish,19.86,0
22009030700,Louisiana,Avoyelles Parish,26.61,0
22009030900,Louisiana,Avoyelles Parish,10.86,0
22011960700,Louisiana,Beauregard Parish,10.74,0
22015010805,Louisiana,Bossier Parish,11.09,0
22015010900,Louisiana,Bossier Parish,21.09,0
22017021100,Louisiana,Caddo Parish,12.57,0
22017021200,Louisiana,Caddo Parish,11.91,0
22017021700,Louisiana,Caddo Parish,16.69,0
22017024203,Louisiana,Caddo Parish,11.5,0
22017024602,Louisiana,Caddo Parish,24.36,0
22017025200,Louisiana,Caddo Parish,11.0,0
22017025300,Louisiana,Caddo Parish,24.08,0
22019001100,Louisiana,Calcasieu Parish,17.05,0
22019001600,Louisiana,Calcasieu Parish,33.15,0
22021000300,Louisiana,Caldwell Parish,11.88,0
22025000100,Louisiana,Catahoula Parish,16.92,0
22027950200,Louisiana,Claiborne Parish,57.31,0
22029000500,Louisiana,Concordia Parish,30.43,0
22033002801,Louisiana,East Baton Rouge Parish,16.71,0
22033002802,Louisiana,East Baton Rouge Parish,58.33,0
22033003000,Louisiana,East Baton Rouge Parish,39.58,0
22033003103,Louisiana,East Baton Rouge Parish,66.78,0
22033005300,Louisiana,East Baton Rouge Parish,14.82,0
22035000200,Louisiana,East Carroll Parish,41.63,0
22037951502,Louisiana,East Feliciana Parish,30.57,0
22039950100,Louisiana,Evangeline Parish,10.5,0
22039950300,Louisiana,Evangeline Parish,10.19,0
22041950200,Louisiana,Franklin Parish,11.17,0
22043020402,Louisiana,Grant Parish,33.91,0
22045030301,Louisiana,Iberia Parish,14.16,0
22047953200,Louisiana,Iberville Parish,49.1,0
22049970300,Louisiana,Jackson Parish,21.93,0
22051024700,Louisiana,Jefferson Parish,12.47,0
22051025900,Louisiana,Jefferson Parish,27.51,0
22055000100,Louisiana,Lafayette Parish,42.52,0
22055002200,Louisiana,Lafayette Parish,35.71,0
22057022000,Louisiana,Lafourche Parish,36.62,0
22059970100,Louisiana,LaSalle Parish,13.01,0
22059970200,Louisiana,LaSalle Parish,10.83,0
22061960300,Louisiana,Lincoln Parish,39.58,0
22061961000,Louisiana,Lincoln Parish,28.61,0
22065960200,Louisiana,Madison Parish,28.44,0
22065960300,Louisiana,Madison Parish,15.92,0
22069000600,Louisiana,Natchitoches Parish,23.19,0
22071006000,Louisiana,Orleans Parish,37.21,0
22071007000,Louisiana,Orleans Parish,70.86,1
22071009900,Louisiana,Orleans Parish,14.21,0
22071012101,Louisiana,Orleans Parish,27.74,0
22071012102,Louisiana,Orleans Parish,63.03,0
22071013400,Louisiana,Orleans Parish,22.19,0
22071013900,Louisiana,Orleans Parish,18.64,0
22071014500,Louisiana,Orleans Parish,100.0,1
22071980000,Louisiana,Orleans Parish,100.0,1
22073000401,Louisiana,Ouachita Parish,34.35,0
22073000402,Louisiana,Ouachita Parish,25.98,0
22073001400,Louisiana,Ouachita Parish,14.58,0
22073010603,Louisiana,Ouachita Parish,29.31,0
22073011000,Louisiana,Ouachita Parish,11.66,0
22079011600,Louisiana,Rapides Parish,11.77,0
22079011700,Louisiana,Rapides Parish,13.6,0
22079012600,Louisiana,Rapides Parish,12.03,0
22079013700,Louisiana,Rapides Parish,18.02,0
22079013800,Louisiana,Rapides Parish,19.69,0
22079013900,Louisiana,Rapides Parish,13.34,0
22083970400,Louisiana,Richland Parish,22.46,0
22085000500,Louisiana,Sabine Parish,10.76,0
22087030400,Louisiana,St. Bernard Parish,19.03,0
22089062700,Louisiana,St. Charles Parish,10.6,0
22095070900,Louisiana,St. John the Baptist Parish,10.37,0
22105953400,Louisiana,Tangipahoa Parish,10.57,0
22105954001,Louisiana,Tangipahoa Parish,11.53,0
22105954200,Louisiana,Tangipahoa Parish,32.35,0
22109001300,Louisiana,Terrebonne Parish,11.36,0
22111960400,Louisiana,Union Parish,11.11,0
22115950701,Louisiana,Vernon Parish,99.79,1
22117950101,Louisiana,Washington Parish,27.79,0
22121020200,Louisiana,West Baton Rouge Parish,16.03,0
22123000300,Louisiana,West Carroll Parish,13.18,0
22125951701,Louisiana,West Feliciana Parish,62.22,0
22127960200,Louisiana,Winn Parish,25.37,0
23001020300,Maine,Androscoggin County,18.32,0
23001020900,Maine,Androscoggin County,13.24,0
23003951600,Maine,Aroostook County,22.82,0
23003952000,Maine,Aroostook County,13.68,0
23005000600,Maine,Cumberland County,24.31,0
23005002002,Maine,Cumberland County,13.72,0
23005003500,Maine,Cumberland County,10.31,0
23005004002,Maine,Cumberland County,20.66,0
23005004803,Maine,Cumberland County,12.01,0
23005011202,Maine,Cumberland County,20.41,0
23005017002,Maine,Cumberland County,19.63,0
23007971200,Maine,Franklin County,14.14,0
23009966400,Maine,Hancock County,22.59,0
23011010500,Maine,Kennebec County,11.62,0
23011024200,Maine,Kennebec County,28.67,0
23013970400,Maine,Knox County,13.24,0
23019000300,Maine,Penobscot County,13.55,0
23019006300,Maine,Penobscot County,76.9,1
23019031100,Maine,Penobscot County,14.48,0
23029956200,Maine,Washington County,11.05,0
23031025400,Maine,York County,44.01,0
24001000200,Maryland,Allegany County,33.24,0
24001000500,Maryland,Allegany County,12.62,0
24001001300,Maryland,Allegany County,61.09,0
24001001800,Maryland,Allegany County,36.06,0
24003702701,Maryland,Anne Arundel County,11.34,0
24003706101,Maryland,Anne Arundel County,10.55,0
24003706700,Maryland,Anne Arundel County,90.88,1
24003740400,Maryland,Anne Arundel County,100.0,1
24003740603,Maryland,Anne Arundel County,66.53,0
24003980000,Maryland,Anne Arundel County,27.78,0
24005401000,Maryland,Baltimore County,17.43,0
24005402201,Maryland,Baltimore County,14.33,0
24005404202,Maryland,Baltimore County,17.17,0
24005408400,Maryland,Baltimore County,11.38,0
24005490301,Maryland,Baltimore County,20.85,0
24005490302,Maryland,Baltimore County,32.5,0
24005490605,Maryland,Baltimore County,88.23,1
24005490701,Maryland,Baltimore County,34.15,0
24005492500,Maryland,Baltimore County,94.09,1
24013505203,Maryland,Carroll County,22.37,0
24013507500,Maryland,Carroll County,25.23,0
24017850201,Maryland,Charles County,19.95,0
24017851001,Maryland,Charles County,16.47,0
24021750600,Maryland,Frederick County,21.48,0
24021766800,Maryland,Frederick County,28.98,0
24025303802,Maryland,Harford County,19.52,0
24025306500,Maryland,Harford County,43.41,0
24027601203,Maryland,Howard County,27.15,0
24029950300,Maryland,Kent County,23.38,0
24031700312,Maryland,Montgomery County,12.13,0
24031700723,Maryland,Montgomery County,10.81,0
24031701218,Maryland,Montgomery County,16.08,0
24031701702,Maryland,Montgomery County,11.96,0
24033800410,Maryland,Prince George's County,19.58,0
24033800605,Maryland,Prince George's County,22.6,0
24033801217,Maryland,Prince George's County,12.38,0
24033805908,Maryland,Prince George's County,11.4,0
24033807200,Maryland,Prince George's County,72.27,1
24037875801,Maryland,St. Mary's County,22.49,0
24037876200,Maryland,St. Mary's County,22.78,0
24039930101,Maryland,Somerset County,28.33,0
24039980400,Maryland,Somerset County,96.8,1
24043000900,Maryland,Washington County,12.3,0
24043011000,Maryland,Washington County,100.0,1
24045010400,Maryland,Wicomico County,25.25,0
24045010502,Maryland,Wicomico County,11.26,0
24047951300,Maryland,Worcester County,14.67,0
24510040200,Maryland,Baltimore city,44.15,0
24510100300,Maryland,Baltimore city,100.0,1
24510120202,Maryland,Baltimore city,41.89,0
24510120600,Maryland,Baltimore city,19.7,0
24510130806,Maryland,Baltimore city,12.09,0
24510140100,Maryland,Baltimore city,14.03,0
24510150400,Maryland,Baltimore city,16.51,0
24510160300,Maryland,Baltimore city,20.09,0
24510180200,Maryland,Baltimore city,15.66,0
24510190300,Maryland,Baltimore city,11.25,0
24510270902,Maryland,Baltimore city,20.15,0
24510270903,Maryland,Baltimore city,34.74,0
24510271102,Maryland,Baltimore city,70.01,1
24510280500,Maryland,Baltimore city,45.22,0
25001013700,Massachusetts,Barnstable County,23.38,0
25001014100,Massachusetts,Barnstable County,40.14,0
25003920101,Massachusetts,Berkshire County,25.66,0
25003920102,Massachusetts,Berkshire County,35.11,0
25003921300,Massachusetts,Berkshire County,18.43,0
25003925100,Massachusetts,Berkshire County,10.78,0
25005611102,Massachusetts,Bristol County,31.72,0
25005642200,Massachusetts,Bristol County,11.96,0
25005653102,Massachusetts,Bristol County,21.06,0
25005985500,Massachusetts,Bristol County,75.08,1
25005985600,Massachusetts,Bristol County,38.58,0
25009204101,Massachusetts,Essex County,14.16,0
25009204102,Massachusetts,Essex County,18.87,0
25009212100,Massachusetts,Essex County,13.52,0
25009216100,Massachusetts,Essex County,25.7,0
25009217600,Massachusetts,Essex County,23.1,0
25009221800,Massachusetts,Essex County,12.63,0
25009254200,Massachusetts,Essex County,19.11,0
25011041400,Massachusetts,Franklin County,10.02,0
25013801102,Massachusetts,Hampden County,16.46,0
25013801200,Massachusetts,Hampden County,11.9,0
25013801601,Massachusetts,Hampden County,24.73,0
25013801700,Massachusetts,Hampden County,24.57,0
25013810414,Massachusetts,Hampden County,16.42,0
25013812103,Massachusetts,Hampden County,14.7,0
25013812903,Massachusetts,Hampden County,97.07,1
25015820400,Massachusetts,Hampshire County,97.5,1
25015820600,Massachusetts,Hampshire County,94.77,1
25015820802,Massachusetts,Hampshire County,99.91,1
25015821200,Massachusetts,Hampshire County,90.93,1
25015821700,Massachusetts,Hampshire County,10.34,0
25015821901,Massachusetts,Hampshire County,10.42,0
25015822000,Massachusetts,Hampshire County,87.82,1
25017310100,Massachusetts,Middlesex County,11.09,0
25017315401,Massachusetts,Middlesex County,13.28,0
25017316400,Massachusetts,Middlesex County,12.15,0
25017339500,Massachusetts,Middlesex County,25.73,0
25017350600,Massachusetts,Middlesex County,40.33,0
25017353101,Massachusetts,Middlesex County,16.95,0
25017353102,Massachusetts,Middlesex County,88.0,1
25017353200,Massachusetts,Middlesex County,32.53,0
25017353600,Massachusetts,Middlesex County,36.01,0
25017353700,Massachusetts,Middlesex County,42.95,0
25017353900,Massachusetts,Middlesex County,63.4,0
25017354000,Massachusetts,Middlesex County,26.68,0
25017354100,Massachusetts,Middlesex County,11.35,0
25017361200,Massachusetts,Middlesex County,19.71,0
25017368400,Massachusetts,Middlesex County,32.89,0
25017368901,Massachusetts,Middlesex County,33.94,0
25017368902,Massachusetts,Middlesex County,20.69,0
25017369000,Massachusetts,Middlesex County,30.3,0
25017373500,Massachusetts,Middlesex County,15.19,0
25017373600,Massachusetts,Middlesex County,55.28,0
25017374000,Massachusetts,Middlesex County,16.67,0
25017374800,Massachusetts,Middlesex County,26.78,0
25017383101,Massachusetts,Middlesex County,20.49,0
25017383502,Massachusetts,Middlesex County,39.84,0
25017388200,Massachusetts,Middlesex County,20.16,0
25017388300,Massachusetts,Middlesex County,35.66,0
25021402500,Massachusetts,Norfolk County,19.09,0
25021404202,Massachusetts,Norfolk County,32.11,0
25021404400,Massachusetts,Norfolk County,33.56,0
25021409101,Massachusetts,Norfolk County,36.05,0
25021411302,Massachusetts,Norfolk County,12.62,0
25021416102,Massachusetts,Norfolk County,35.85,0
25021417701,Massachusetts,Norfolk County,10.52,0
25021442101,Massachusetts,Norfolk County,11.49,0
25023510900,Massachusetts,Plymouth County,11.89,0
25023511702,Massachusetts,Plymouth County,10.65,0
25023525300,Massachusetts,Plymouth County,99.56,1
25023530600,Massachusetts,Plymouth County,23.82,0
25023561200,Massachusetts,Plymouth County,83.27,1
25025000502,Massachusetts,Suffolk County,50.66,0
25025000803,Massachusetts,Suffolk County,75.68,1
25025010103,Massachusetts,Suffolk County,84.24,1
25025010104,Massachusetts,Suffolk County,39.34,0
25025010204,Massachusetts,Suffolk County,36.68,0
25025010300,Massachusetts,Suffolk County,85.68,1
25025010404,Massachusetts,Suffolk County,39.14,0
25025010405,Massachusetts,Suffolk County,70.08,1
25025010500,Massachusetts,Suffolk County,13.83,0
25025010701,Massachusetts,Suffolk County,14.37,0
25025020303,Massachusetts,Suffolk County,24.44,0
25025030300,Massachusetts,Suffolk County,20.22,0
25025070101,Massachusetts,Suffolk County,20.91,0
25025070200,Massachusetts,Suffolk County,33.14,0
25025071201,Massachusetts,Suffolk County,12.68,0
25025080100,Massachusetts,Suffolk County,47.22,0
25025080601,Massachusetts,Suffolk County,48.3,0
25025080801,Massachusetts,Suffolk County,31.97,0
25025081100,Massachusetts,Suffolk County,13.81,0
25025120105,Massachusetts,Suffolk County,16.12,0
25025160601,Massachusetts,Suffolk County,10.21,0
25025980101,Massachusetts,Suffolk County,100.0,1
25025980300,Massachusetts,Suffolk County,99.41,1
25025981100,Massachusetts,Suffolk County,50.96,0
25025981202,Massachusetts,Suffolk County,100.0,1
25025981501,Massachusetts,Suffolk County,100.0,1
25027707500,Massachusetts,Worcester County,20.76,0
25027710800,Massachusetts,Worcester County,10.13,0
25027711100,Massachusetts,Worcester County,31.62,0
25027713100,Massachusetts,Worcester County,20.57,0
25027727100,Massachusetts,Worcester County,10.72,0
25027729100,Massachusetts,Worcester County,26.18,0
25027730600,Massachusetts,Worcester County,20.93,0
25027730902,Massachusetts,Worcester County,26.86,0
25027731202,Massachusetts,Worcester County,99.82,1
25027731600,Massachusetts,Worcester County,30.47,0
25027731700,Massachusetts,Worcester County,24.56,0
25027732002,Massachusetts,Worcester County,15.16,0
25027732902,Massachusetts,Worcester County,98.05,1
25027755200,Massachusetts,Worcester County,10.33,0
25027761400,Massachusetts,Worcester County,19.82,0
26003000300,Michigan,Alger County,28.33,0
26013000200,Michigan,Baraga County,19.53,0
26017286500,Michigan,Bay County,20.82,0
26021021300,Michigan,Berrien County,26.31,0
26023951300,Michigan,Branch County,42.86,0
26025000700,Michigan,Calhoun County,17.13,0
26025002600,Michigan,Calhoun County,15.07,0
26025003400,Michigan,Calhoun County,43.58,0
26025003500,Michigan,Calhoun County,17.16,0
26033970300,Michigan,Chippewa County,19.13,0
26033970900,Michigan,Chippewa County,41.1,0
26033980200,Michigan,Chippewa County,100.0,1
26037010901,Michigan,Clinton County,11.22,0
26045021100,Michigan,Eaton County,10.06,0
26049002000,Michigan,Genesee County,10.09,0
26049002800,Michigan,Genesee County,46.52,0
26049010111,Michigan,Genesee County,11.21,0
26049013600,Michigan,Genesee County,28.75,0
26053950100,Michigan,Gogebic County,43.33,0
26053950400,Michigan,Gogebic County,10.38,0
26055550300,Michigan,Grand Traverse County,19.04,0
26057000300,Michigan,Gratiot County,24.29,0
26057000400,Michigan,Gratiot County,99.83,1
26057000500,Michigan,Gratiot County,17.84,0
26059050700,Michigan,Hillsdale County,18.84,0
26061000800,Michigan,Houghton County,31.73,0
26065004100,Michigan,Ingham County,19.18,0
26065004490,Michigan,Ingham County,100.0,1
26065004491,Michigan,Ingham County,100.0,1
26065004492,Michigan,Ingham County,100.0,1
26065004493,Michigan,Ingham County,99.94,1
26065004494,Michigan,Ingham County,99.94,1
26065006301,Michigan,Ingham County,14.81,0
26065006600,Michigan,Ingham County,10.87,0
26065980000,Michigan,Ingham County,95.47,1
26067032100,Michigan,Ionia County,44.01,0
26067982200,Michigan,Ionia County,99.65,1
26073000400,Michigan,Isabella County,31.83,0
26073000500,Michigan,Isabella County,27.66,0
26073000700,Michigan,Isabella County,30.03,0
26075000200,Michigan,Jackson County,10.2,0
26075000600,Michigan,Jackson County,19.54,0
26075005400,Michigan,Jackson County,16.45,0
26075005800,Michigan,Jackson County,100.0,1
26077000201,Michigan,Kalamazoo County,24.67,0
26077000500,Michigan,Kalamazoo County,17.98,0
26077001504,Michigan,Kalamazoo County,86.3,1
26077001801,Michigan,Kalamazoo County,14.37,0
26081000200,Michigan,Kent County,31.65,0
26081001101,Michigan,Kent County,22.68,0
26081002000,Michigan,Kent County,14.45,0
26081002400,Michigan,Kent County,25.09,0
26081003600,Michigan,Kent County,15.2,0
26081004400,Michigan,Kent County,23.3,0
26081011803,Michigan,Kent County,13.68,0
26085961200,Michigan,Lake County,13.36,0
26087336500,Michigan,Lapeer County,100.0,1
26091061301,Michigan,Lenawee County,13.84,0
26091061400,Michigan,Lenawee County,12.24,0
26091061500,Michigan,Lenawee County,21.96,0
26091061700,Michigan,Lenawee County,27.47,0
26095960100,Michigan,Luce County,26.09,0
26099218000,Michigan,Macomb County,16.88,0
26099232000,Michigan,Macomb County,12.66,0
26099245200,Michigan,Macomb County,48.82,0
26099982200,Michigan,Macomb County,100.0,1
26099982300,Michigan,Macomb County,93.81,1
26101000500,Michigan,Manistee County,27.83,0
26103000300,Michigan,Marquette County,17.06,0
26103000500,Michigan,Marquette County,91.59,1
26103002800,Michigan,Marquette County,25.34,0
26107960700,Michigan,Mecosta County,12.86,0
26107981300,Michigan,Mecosta County,98.78,1
26111290400,Michigan,Midland County,25.14,0
26115831500,Michigan,Monroe County,10.26,0
26115831800,Michigan,Monroe County,10.45,0
26115831900,Michigan,Monroe County,15.91,0
26117971000,Michigan,Montcalm County,35.79,0
26121000100,Michigan,Muskegon County,13.54,0
26121000402,Michigan,Muskegon County,82.58,1
26121004200,Michigan,Muskegon County,11.71,0
26125140900,Michigan,Oakland County,33.67,0
26125161600,Michigan,Oakland County,13.65,0
26125161900,Michigan,Oakland County,14.05,0
26125192800,Michigan,Oakland County,79.77,1
26139024500,Michigan,Ottawa County,39.08,0
26139024900,Michigan,Ottawa County,34.69,0
26145000100,Michigan,Saginaw County,13.75,0
26145001700,Michigan,Saginaw County,22.81,0
26145010100,Michigan,Saginaw County,15.28,0
26145010200,Michigan,Saginaw County,50.61,0
26147624000,Michigan,St. Clair County,18.37,0
26161400200,Michigan,Washtenaw County,96.96,1
26161400300,Michigan,Washtenaw County,24.0,0
26161402200,Michigan,Washtenaw County,51.38,0
26161411100,Michigan,Washtenaw County,92.48,1
26161414000,Michigan,Washtenaw County,11.31,0
26161421900,Michigan,Washtenaw County,99.06,1
26161422900,Michigan,Washtenaw County,95.15,1
26163505500,Michigan,Wayne County,14.27,0
26163506400,Michigan,Wayne County,67.27,1
26163515200,Michigan,Wayne County,20.72,0
26163516300,Michigan,Wayne County,18.43,0
26163517200,Michigan,Wayne County,41.59,0
26163518000,Michigan,Wayne County,10.69,0
26163518500,Michigan,Wayne County,10.08,0
26163520200,Michigan,Wayne County,38.86,0
26163520300,Michigan,Wayne County,15.26,0
26163521100,Michigan,Wayne County,11.35,0
26163522000,Michigan,Wayne County,20.62,0
26163522500,Michigan,Wayne County,29.82,0
26163530200,Michigan,Wayne County,16.65,0
26163531900,Michigan,Wayne County,30.32,0
26163533000,Michigan,Wayne County,11.2,0
26163545300,Michigan,Wayne County,10.27,0
26163553300,Michigan,Wayne County,10.71,0
26163553600,Michigan,Wayne County,11.06,0
26163572500,Michigan,Wayne County,12.03,0
26163584200,Michigan,Wayne County,14.21,0
26163985300,Michigan,Wayne County,25.0,0
26163985500,Michigan,Wayne County,81.82,1
27003050229,Minnesota,Anoka County,25.9,0
27007450600,Minnesota,Beltrami County,27.67,0
27009020206,Minnesota,Benton County,14.0,0
27013170600,Minnesota,Blue Earth County,13.67,0
27013171101,Minnesota,Blue Earth County,31.78,0
27013171600,Minnesota,Blue Earth County,21.82,0
27015960200,Minnesota,Brown County,15.1,0
27017070500,Minnesota,Carlton County,22.65,0
27025110200,Minnesota,Chisago County,14.97,0
27027020400,Minnesota,Clay County,57.73,0
27053003800,Minnesota,Hennepin County,12.96,0
27053005901,Minnesota,Hennepin County,24.64,0
27053005902,Minnesota,Hennepin County,15.51,0
27053021502,Minnesota,Hennepin County,10.6,0
27053026610,Minnesota,Hennepin County,10.58,0
27053104400,Minnesota,Hennepin County,24.94,0
27053104800,Minnesota,Hennepin County,24.96,0
27053104900,Minnesota,Hennepin County,50.42,0
27053105400,Minnesota,Hennepin County,32.15,0
27053106900,Minnesota,Hennepin County,21.33,0
27053125600,Minnesota,Hennepin County,13.66,0
27053126100,Minnesota,Hennepin County,19.93,0
27053126200,Minnesota,Hennepin County,21.6,0
27083360500,Minnesota,Lyon County,16.48,0
27103480400,Minnesota,Nicollet County,40.2,0
27109002300,Minnesota,Olmsted County,15.9,0
27115950400,Minnesota,Pine County,27.68,0
27119020600,Minnesota,Polk County,13.82,0
27123032100,Minnesota,Ramsey County,22.5,0
27123033000,Minnesota,Ramsey County,34.21,0
27123033100,Minnesota,Ramsey County,10.49,0
27123033400,Minnesota,Ramsey County,13.81,0
27123034000,Minnesota,Ramsey County,11.5,0
27123034900,Minnesota,Ramsey County,43.81,0
27123035100,Minnesota,Ramsey County,36.28,0
27123035900,Minnesota,Ramsey County,23.52,0
27123036300,Minnesota,Ramsey County,24.67,0
27123040802,Minnesota,Ramsey County,100.0,1
27123040803,Minnesota,Ramsey County,10.68,0
27123041302,Minnesota,Ramsey County,21.58,0
27123042001,Minnesota,Ramsey County,23.61,0
27123042504,Minnesota,Ramsey County,10.6,0
27131070501,Minnesota,Rice County,46.87,0
27131070602,Minnesota,Rice County,55.95,0
27131070700,Minnesota,Rice County,32.81,0
27137000300,Minnesota,St. Louis County,17.17,0
27137000400,Minnesota,St. Louis County,24.84,0
27137001900,Minnesota,St. Louis County,22.12,0
27137002200,Minnesota,St. Louis County,14.9,0
27137015700,Minnesota,St. Louis County,61.04,0
27139080500,Minnesota,Scott County,27.88,0
27141031500,Minnesota,Sherburne County,19.91,0
27145011301,Minnesota,Stearns County,21.79,0
27145011304,Minnesota,Stearns County,24.0,0
27145011600,Minnesota,Stearns County,76.23,1
27149480200,Minnesota,Stevens County,18.9,0
27161790500,Minnesota,Waseca County,25.78,0
27163070801,Minnesota,Washington County,100.0,1
27163070802,Minnesota,Washington County,100.0,1
27169670300,Minnesota,Winona County,29.37,0
27169670500,Minnesota,Winona County,26.6,0
27169670600,Minnesota,Winona County,12.93,0
28001000100,Mississippi,Adams County,25.99,0
28011950600,Mississippi,Bolivar County,11.28,0
28021950300,Mississippi,Claiborne County,18.69,0
28027950200,Mississippi,Coahoma County,13.88,0
28035000900,Mississippi,Forrest County,56.0,0
28035010700,Mississippi,Forrest County,11.39,0
28039950200,Mississippi,George County,19.18,0
28041950100,Mississippi,Greene County,36.41,0
28047000900,Mississippi,Harrison County,81.28,1
28047002500,Mississippi,Harrison County,30.13,0
28047003208,Mississippi,Harrison County,19.98,0
28047980000,Mississippi,Harrison County,100.0,1
28049001500,Mississippi,Hinds County,14.64,0
28049001600,Mississippi,Hinds County,24.7,0
28049002700,Mississippi,Hinds County,29.92,0
28049003000,Mississippi,Hinds County,10.22,0
28049010700,Mississippi,Hinds County,27.08,0
28049011500,Mississippi,Hinds County,58.11,0
28055950100,Mississippi,Issaquena County,17.85,0
28057950300,Mississippi,Itawamba County,23.45,0
28059042200,Mississippi,Jackson County,12.59,0
28063950200,Mississippi,Jefferson County,25.13,0
28067951000,Mississippi,Jones County,27.79,0
28069030100,Mississippi,Kemper County,13.07,0
28071950301,Mississippi,Lafayette County,73.14,1
28075000800,Mississippi,Lauderdale County,31.02,0
28075010400,Mississippi,Lauderdale County,41.51,0
28075010700,Mississippi,Lauderdale County,21.31,0
28079040400,Mississippi,Leake County,17.3,0
28083950300,Mississippi,Leflore County,14.14,0
28083950400,Mississippi,Leflore County,16.12,0
